gene_id	log2(fold_change)	q_value	p_value	significant	value_1	value_2
YJR015W	-0.305335	9.44412e-05	5e-05	yes	117.367	94.9798
YJR016C	-0.571477	9.44412e-05	5e-05	yes	563.926	379.481
YJR017C	0.358085	9.44412e-05	5e-05	yes	461.065	590.958
YJR018W	0.0824102	0.6541	0.6087	no	97.6926	103.436
YJR019C	0.0638461	0.199122	0.1618	no	87.8953	91.8725
YJR020W	0.0127719	0.968301	0.9646	no	16.237	16.3814
YJR021C	0.0575182	0.232862	0.19185	no	81.077	84.3748
YJR022W	0.699961	9.44412e-05	5e-05	yes	82.8444	134.578
YJR023C	0.818502	0.000532366	0.0003	yes	10.0403	17.7068
YJR024C	-0.0952794	0.0370087	0.0264	yes	137.397	128.616
YJR025C	0.760919	9.44412e-05	5e-05	yes	175.237	296.951
YJR026W	inf	1	1	no	0	43.0464
YJR027W	-2.32199	9.44412e-05	5e-05	yes	88.8633	17.7719
YJR028W	inf	1	1	no	0	29.625
YJR029W	-2.21304	9.44412e-05	5e-05	yes	76.5025	16.5001
YJR030C	0.0352225	0.501555	0.4488	no	17.1611	17.5852
YJR031C	-0.0862369	0.072551	0.05405	no	12.1412	11.4367
YJR032W	-0.110799	0.0306986	0.02165	yes	32.0472	29.6781
YJR033C	-0.0309391	0.527529	0.4743	no	16.1799	15.8366
YJR034W	-0.00617457	0.917468	0.9026	no	195.243	194.409
YJR035W	0.313751	9.44412e-05	5e-05	yes	10.8173	13.4453
YJR036C	0.351899	9.44412e-05	5e-05	yes	12.588	16.0652
YJR037W	-1.11961	0.00018467	0.0001	yes	16.2064	7.45847
YJR038C	-0.515629	0.132957	0.1045	no	11.4458	8.00619
YJR039W	0.302321	9.44412e-05	5e-05	yes	18.0028	22.1997
YJR040W	0.100273	0.0302614	0.0213	yes	35.5091	38.0649
YJR041C	-0.852618	9.44412e-05	5e-05	yes	13.0159	7.20793
YJR042W	-0.325591	9.44412e-05	5e-05	yes	45.9319	36.6524
YJR043C	0.23247	9.44412e-05	5e-05	yes	32.1844	37.8117
YJR044C	0.150784	0.000949974	0.00055	yes	291.899	324.059
YJR045C	-0.643128	9.44412e-05	5e-05	yes	586.799	375.741
YJR046W	-0.325176	9.44412e-05	5e-05	yes	41.0162	32.7392
YJR047C	-0.844767	9.44412e-05	5e-05	yes	350.141	194.959
YJR048W	-0.848926	9.44412e-05	5e-05	yes	152.696	84.7766
YJR049C	0.200837	9.44412e-05	5e-05	yes	79.66	91.5584
YJR050W	0.302182	9.44412e-05	5e-05	yes	56.9468	70.2159
YJR051W	0.286047	9.44412e-05	5e-05	yes	69.2542	84.4413
YJR052W	0.632875	9.44412e-05	5e-05	yes	28.7771	44.6233
YJR053W	-0.527571	9.44412e-05	5e-05	yes	4.20449	2.91675
YJR054W	0.507668	9.44412e-05	5e-05	yes	21.8468	31.0606
YJR055W	-0.324748	0.000532366	0.0003	yes	21.5142	17.1778
YJR056C	-0.0236813	0.699442	0.6556	no	41.9651	41.2819
YJR057W	0.215212	9.44412e-05	5e-05	yes	63.5167	73.7349
YJR058C	0.452211	9.44412e-05	5e-05	yes	228.697	312.889
YJR059W	-0.473423	9.44412e-05	5e-05	yes	111.551	80.3451
YJR060W	-0.193152	9.44412e-05	5e-05	yes	80.9384	70.7963
YJR061W	0.133737	0.00899503	0.00585	yes	10.6297	11.6622
YJR062C	0.149825	0.00119611	0.0007	yes	44.7718	49.6714
YJR063W	-0.836163	9.44412e-05	5e-05	yes	235.854	132.109
YJR064W	-0.369937	9.44412e-05	5e-05	yes	205.949	159.367
YJR065C	0.0391826	0.414221	0.36185	no	237.696	244.24
YJR066W	-0.187116	9.44412e-05	5e-05	yes	14.893	13.0814
YJR067C	0.0341511	0.605543	0.55615	no	70.8048	72.5009
YJR068W	0.147083	0.00127754	0.00075	yes	95.7068	105.979
YJR069C	-0.383675	9.44412e-05	5e-05	yes	171.701	131.606
YJR070C	-1.35647	9.44412e-05	5e-05	yes	349.327	136.424
YJR071W	-1.33316	9.44412e-05	5e-05	yes	68.001	26.9895
YJR072C	-0.18036	9.44412e-05	5e-05	yes	222.31	196.184
YJR073C	-0.387721	9.44412e-05	5e-05	yes	443.67	339.113
YJR074W	0.230338	9.44412e-05	5e-05	yes	126.941	148.916
YJR075W	-0.134088	0.00254994	0.00155	yes	124.332	113.297
YJR076C	0.0145662	0.762645	0.72755	no	143.132	144.584
YJR077C	0.333822	9.44412e-05	5e-05	yes	326.111	411.013
YJR078W	1.76442	9.44412e-05	5e-05	yes	4.81172	16.3473
YJR079W	1.20819	0.0201621	0.0138	yes	5.16358	11.9303
YJR080C	0.121406	0.0155667	0.0105	yes	69.8357	75.9669
YJR082C	-0.162232	0.0023195	0.0014	yes	173.916	155.419
YJR083C	0.0524888	0.314289	0.266	no	44.3566	46.0001
YJR084W	0.0318956	0.52436	0.47105	no	49.2124	50.3125
YJR085C	0.439275	9.44412e-05	5e-05	yes	1165.4	1580.2
YJR086W	0.282645	0.00135741	0.0008	yes	208.218	253.281
YJR087W	0.268243	0.0392348	0.02815	yes	97.0752	116.912
YJR088C	-0.0346967	0.622272	0.57465	no	81.525	79.5878
YJR089W	0.231716	9.44412e-05	5e-05	yes	16.9584	19.9131
YJR090C	-0.114404	0.0111262	0.00735	yes	27.5468	25.4467
YJR091C	-0.262792	9.44412e-05	5e-05	yes	63.2679	52.7321
YJR092W	-0.0605637	0.20041	0.163	no	17.5	16.7806
YJR093C	0.200745	9.44412e-05	5e-05	yes	90.2401	103.712
YJR094C	0.612402	9.44412e-05	5e-05	yes	10.2981	15.7437
YJR094W-A	-0.288537	9.44412e-05	5e-05	yes	7363.45	6028.69
YJR095W	1.90106	9.44412e-05	5e-05	yes	1.62407	6.06573
YJR096W	0.158077	0.000532366	0.0003	yes	116.071	129.512
YJR097W	-0.824528	9.44412e-05	5e-05	yes	11.5117	6.50026
YJR098C	0.0139848	0.825249	0.7956	no	11.0409	11.1485
YJR099W	0.187662	9.44412e-05	5e-05	yes	58.6395	66.7855
YJR100C	0.065034	0.181887	0.1466	no	53.0839	55.5315
YJR101W	-0.406532	9.44412e-05	5e-05	yes	102.692	77.4745
YJR102C	0.0261294	0.650819	0.60505	no	58.6156	59.6868
YJR103W	0.0935966	0.0399419	0.0287	yes	117.974	125.881
YJR104C	-0.687036	9.44412e-05	5e-05	yes	8060.39	5006.54
YJR105W	0.0863384	0.0869098	0.06585	no	652.048	692.261
YJR106W	-0.246663	9.44412e-05	5e-05	yes	16.8972	14.2417
YJR107W	0.282284	9.44412e-05	5e-05	yes	40.7566	49.5649
YJR108W	-0.228862	0.0400029	0.02875	yes	21.1857	18.0779
YJR109C	0.060851	0.207164	0.169	no	40.0772	41.8037
YJR110W	0.332255	9.44412e-05	5e-05	yes	25.1706	31.6893
YJR111C	-0.0529807	0.303863	0.2562	no	54.4355	52.4727
YJR112W	0.194479	0.000273377	0.00015	yes	54.153	61.9678
YJR112W-A	0.599486	9.44412e-05	5e-05	yes	299.589	453.93
YJR113C	0.214298	9.44412e-05	5e-05	yes	174.655	202.624
YJR114W	-0.302259	0.0203585	0.01395	yes	137.816	111.766
YJR115W	-0.758542	9.44412e-05	5e-05	yes	537.387	317.646
YJR116W	0.318026	9.44412e-05	5e-05	yes	120.439	150.142
YJR117W	0.173016	9.44412e-05	5e-05	yes	134.357	151.476
YJR118C	0.21729	9.44412e-05	5e-05	yes	112.927	131.283
YJR119C	0.255099	9.44412e-05	5e-05	yes	7.07816	8.44721
YJR120W	-0.130829	0.544936	0.49245	no	3.69217	3.37208
YJR121W	0.0129165	0.811986	0.7812	no	429.566	433.43
YJR122W	-0.125548	0.0152272	0.01025	yes	23.5304	21.5692
YJR123W	0	1	1	no	0	0
YJR124C	-0.371253	9.44412e-05	5e-05	yes	40.8941	31.6156
YJR125C	0.00334219	0.94434	0.93505	no	147.116	147.457
YJR126C	-0.0551451	0.236472	0.19515	no	82.4105	79.3199
YJR127C	0.0665597	0.155951	0.12405	no	49.6272	51.9704
YJR128W	-0.24352	0.748394	0.70995	no	6.37092	5.3814
YJR129C	-0.776074	9.44412e-05	5e-05	yes	23.9603	13.9917
YJR130C	0.195268	9.44412e-05	5e-05	yes	38.6741	44.2794
YJR131W	0.157494	0.000949974	0.00055	yes	28.9302	32.2673
YJR132W	-0.373307	9.44412e-05	5e-05	yes	22.304	17.2189
YJR133W	-0.249036	9.44412e-05	5e-05	yes	100.901	84.9036
YJR134C	0.320998	9.44412e-05	5e-05	yes	57.0081	71.2142
YJR135C	0.0152276	0.863733	0.8397	no	16.533	16.7085
YJR135W-A	-0.00600617	0.912279	0.8961	no	488.699	486.669
YJR136C	-0.0770506	0.180653	0.14555	no	20.984	19.8927
YJR137C	0.627443	9.44412e-05	5e-05	yes	15.2497	23.5581
YJR138W	-0.0159371	0.759216	0.72335	no	9.72257	9.61576
YJR139C	0.21017	9.44412e-05	5e-05	yes	453.819	524.989
YJR140C	-0.142176	0.0040188	0.0025	yes	10.1455	9.19333
YJR140W-A	0.348886	0.184523	0.14895	no	193.065	245.883
YJR141W	-0.317273	9.44412e-05	5e-05	yes	37.4174	30.0307
YJR142W	-0.0258551	0.609258	0.56045	no	73.3258	72.0234
YJR143C	-0.237263	9.44412e-05	5e-05	yes	128.763	109.237
YJR144W	0.337213	9.44412e-05	5e-05	yes	144.909	183.065
YJR145C	-0.464525	9.44412e-05	5e-05	yes	4524.91	3279.25
YJR146W	-0.110929	0.420542	0.3684	no	61.3181	56.78
YJR147W	-1.24766	9.44412e-05	5e-05	yes	77.205	32.5134
YJR148W	-1.46876	9.44412e-05	5e-05	yes	296.109	106.982
YJR149W	0.330312	9.44412e-05	5e-05	yes	12.7947	16.0866
YJR150C	-3.11984	9.44412e-05	5e-05	yes	17.5522	2.01914
YJR151C	0.335969	9.44412e-05	5e-05	yes	9.81272	12.3859
YJR151W-A	inf	1	1	no	0	764.688
YJR152W	0.17429	0.00135741	0.0008	yes	15.2032	17.1554
YJR153W	-0.611936	9.44412e-05	5e-05	yes	12.4675	8.15772
YJR154W	-0.0279585	0.741366	0.70215	no	10.4609	10.2601
YJR155W	0.363814	9.44412e-05	5e-05	yes	38.5438	49.599
YJR156C	1.30939	9.44412e-05	5e-05	yes	6.98016	17.2993
YJR157W	0.345681	1	1	no	1.04415	1.32685
YJR158W	-0.0915091	0.311671	0.26345	no	4.45694	4.18302
YJR159W	0.262452	9.44412e-05	5e-05	yes	14.9242	17.9018
YJR160C	0.0109257	0.873605	0.8509	no	9.62342	9.69658
YJR161C	-0.0111393	0.834673	0.8066	no	42.6618	42.3337
YJR162C	0.74633	1	1	no	0.295546	0.495784
YKL001C	0.579651	9.44412e-05	5e-05	yes	74.653	111.568
YKL002W	0.257957	9.44412e-05	5e-05	yes	226.567	270.925
YKL003C	-0.0639598	0.213424	0.1744	no	178.093	170.37
YKL004W	-0.203542	9.44412e-05	5e-05	yes	135.699	117.843
YKL005C	-0.184539	9.44412e-05	5e-05	yes	41.9377	36.9022
YKL006C-A	0.302633	9.44412e-05	5e-05	yes	133.088	164.15
YKL006W	-0.367227	9.44412e-05	5e-05	yes	5597.29	4339.42
YKL007W	0.111955	0.0132588	0.00885	yes	221.979	239.891
YKL008C	-0.377026	9.44412e-05	5e-05	yes	138.491	106.641
YKL009W	-1.1459	9.44412e-05	5e-05	yes	291.161	131.578
YKL010C	-0.145376	0.00103333	0.0006	yes	23.8366	21.5517
YKL011C	0.0321008	0.620159	0.5719	no	20.1031	20.5554
YKL012W	0.158183	0.00078492	0.00045	yes	47.1798	52.647
YKL013C	0.0422646	0.371463	0.32075	no	423.876	436.477
YKL014C	-0.569293	9.44412e-05	5e-05	yes	20.2743	13.6638
YKL015W	0.145894	0.00127754	0.00075	yes	23.1119	25.5714
YKL016C	0.143244	0.00184112	0.0011	yes	346.353	382.507
YKL017C	0.265139	9.44412e-05	5e-05	yes	21.2536	25.5416
YKL018C-A	0.476243	9.44412e-05	5e-05	yes	390.184	542.791
YKL018W	-0.110923	0.0293954	0.02065	yes	38.2875	35.4541
YKL019W	-0.0254542	0.599701	0.5495	no	157.074	154.327
YKL020C	-0.0172105	0.72823	0.68815	no	30.2782	29.9191
YKL021C	-0.431763	9.44412e-05	5e-05	yes	81.0474	60.0849
YKL022C	0.121996	0.00941647	0.00615	yes	21.9899	23.9303
YKL023C-A	-0.518951	9.44412e-05	5e-05	yes	711.671	496.66
YKL023W	0.590715	9.44412e-05	5e-05	yes	70.206	105.73
YKL024C	-0.0478854	0.307076	0.25905	no	369.838	357.764
YKL025C	-0.106153	0.0196859	0.01345	yes	43.4903	40.4052
YKL026C	0.222665	9.44412e-05	5e-05	yes	58.2733	67.9983
YKL027W	-0.268823	9.44412e-05	5e-05	yes	50.2759	41.7288
YKL028W	0.0467653	0.312211	0.26405	no	116.551	120.391
YKL029C	-0.863389	9.44412e-05	5e-05	yes	111.674	61.3825
YKL030W	0.638255	0.00018467	0.0001	yes	59.0966	91.9807
YKL031W	0.0108061	0.933366	0.92195	no	13.1956	13.2948
YKL032C	0.202767	9.44412e-05	5e-05	yes	163.864	188.591
YKL033W	-0.222535	9.44412e-05	5e-05	yes	10.7589	9.22101
YKL033W-A	0.348812	9.44412e-05	5e-05	yes	222.121	282.874
YKL034W	0.197624	9.44412e-05	5e-05	yes	35.0915	40.2432
YKL035W	-0.452949	9.44412e-05	5e-05	yes	538.606	393.477
YKL036C	-1.185	0.000867507	0.0005	yes	127.028	55.87
YKL037W	1.54317	9.44412e-05	5e-05	yes	69.5147	202.59
YKL038W	0.17742	9.44412e-05	5e-05	yes	31.7786	35.9371
YKL039W	-0.0247283	0.611515	0.5629	no	159.756	157.041
YKL040C	0.0710211	0.131202	0.103	no	101.853	106.992
YKL041W	0.279973	9.44412e-05	5e-05	yes	125.001	151.773
YKL042W	0.429079	9.44412e-05	5e-05	yes	28.8514	38.8448
YKL043W	-1.2569	9.44412e-05	5e-05	yes	236.374	98.9089
YKL044W	-1.09203	9.44412e-05	5e-05	yes	47.519	22.2911
YKL045W	0.803093	9.44412e-05	5e-05	yes	29.6441	51.7241
YKL046C	0.249955	9.44412e-05	5e-05	yes	205.802	244.733
YKL047W	-0.171146	0.000273377	0.00015	yes	25.2478	22.4235
YKL048C	0.233591	9.44412e-05	5e-05	yes	11.7873	13.859
YKL049C	0.048563	0.362066	0.31175	no	58.9142	60.9311
YKL050C	-0.235776	0.00111475	0.00065	yes	4.57197	3.88264
YKL051W	-1.07594	9.44412e-05	5e-05	yes	155.265	73.6518
YKL052C	0.047687	0.348398	0.2986	no	104.886	108.411
YKL053C-A	0.182171	9.44412e-05	5e-05	yes	704.792	799.65
YKL053W	0.539718	0.0136115	0.0091	yes	26.1091	37.9545
YKL054C	-0.803009	9.44412e-05	5e-05	yes	195.811	112.23
YKL055C	-0.419297	9.44412e-05	5e-05	yes	8.49376	6.35154
YKL056C	-0.77043	9.44412e-05	5e-05	yes	8150.4	4778.11
YKL057C	-0.0393121	0.412594	0.36005	no	27.8383	27.09
YKL058W	0.0412849	0.387745	0.33635	no	408.456	420.314
YKL059C	-0.0760671	0.106854	0.08235	no	51.4006	48.7606
YKL060C	0	1	1	no	0	0
YKL061W	0.531252	9.44412e-05	5e-05	yes	100.864	145.768
YKL062W	-2.2062	9.44412e-05	5e-05	yes	123.635	26.7924
YKL063C	0.333971	9.44412e-05	5e-05	yes	190.796	240.494
YKL064W	0.00129982	0.979144	0.97615	no	88.3795	88.4591
YKL065C	0.332915	9.44412e-05	5e-05	yes	492.347	620.139
YKL065W-A	0.377091	0.0190529	0.013	yes	22.8659	29.6964
YKL066W	0.50131	9.44412e-05	5e-05	yes	63.3184	89.627
YKL067W	0.403758	9.44412e-05	5e-05	yes	746.471	987.543
YKL068W	-0.230302	9.44412e-05	5e-05	yes	31.1237	26.5316
YKL068W-A	-0.364121	9.44412e-05	5e-05	yes	324.475	252.098
YKL069W	0.328366	9.44412e-05	5e-05	yes	88.9095	111.634
YKL070W	-0.0442743	0.540023	0.48735	no	41.0849	39.8432
YKL071W	-0.242373	0.00168236	0.001	yes	18.7549	15.8545
YKL072W	-0.0147447	0.789593	0.757	no	16.7327	16.5626
YKL073W	0.0600952	0.194269	0.1575	no	35.8371	37.3614
YKL074C	-0.171683	0.000447034	0.00025	yes	25.7973	22.903
YKL075C	0.184726	0.0033331	0.00205	yes	28.5265	32.4233
YKL076C	0.408247	9.44412e-05	5e-05	yes	99.0436	131.438
YKL077W	-0.144845	0.00152038	0.0009	yes	160.167	144.867
YKL078W	-1.73352	9.44412e-05	5e-05	yes	11.6123	3.49202
YKL079W	-0.0549652	0.242447	0.2006	no	40.9196	39.39
YKL080W	-0.0196269	0.692212	0.64835	no	267.78	264.161
YKL081W	-0.486143	9.44412e-05	5e-05	yes	1286.95	918.797
YKL082C	-0.498186	9.44412e-05	5e-05	yes	94.5095	66.9124
YKL083W	-0.0832387	0.562535	0.51145	no	43.9163	41.4542
YKL084W	0.49223	9.44412e-05	5e-05	yes	191.226	268.982
YKL085W	-0.215742	9.44412e-05	5e-05	yes	415.189	357.52
YKL086W	0.406277	9.44412e-05	5e-05	yes	73.8433	97.8616
YKL087C	-0.199419	9.44412e-05	5e-05	yes	130.319	113.495
YKL088W	-0.0956195	0.0330859	0.02345	yes	74.2798	69.5162
YKL089W	0.210427	9.44412e-05	5e-05	yes	12.1594	14.0688
YKL090W	-0.0274244	0.627467	0.58075	no	22.3441	21.9234
YKL091C	-0.133565	0.00310387	0.0019	yes	107.665	98.1448
YKL092C	0.191066	9.44412e-05	5e-05	yes	12.3117	14.0551
YKL093W	-0.00850987	0.880527	0.85845	no	34.3796	34.1774
YKL094W	0.0767503	0.0918185	0.06985	no	259.927	274.129
YKL095W	-0.152448	0.00812787	0.00525	yes	32.4199	29.1689
YKL096C-B	0.991377	9.44412e-05	5e-05	yes	53.4892	106.341
YKL096W	-1.28863	9.44412e-05	5e-05	yes	722.329	295.678
YKL096W-A	-0.636283	9.44412e-05	5e-05	yes	15852.2	10198.8
YKL097C	1.39357	9.44412e-05	5e-05	yes	3.12351	8.20632
YKL098W	-0.0414351	0.38741	0.336	no	92.0738	89.467
YKL099C	-0.711757	9.44412e-05	5e-05	yes	68.6892	41.94
YKL100C	0.117973	0.00752999	0.00485	yes	117.733	127.765
YKL100W-A	0.160524	0.811907	0.7809	no	1133.77	1267.2
YKL101W	0.049808	0.289297	0.2433	no	33.7737	34.9601
YKL102C	-0.453099	0.0039423	0.00245	yes	12.2245	8.92962
YKL103C	0.652729	9.44412e-05	5e-05	yes	116.193	182.671
YKL104C	0.417141	9.44412e-05	5e-05	yes	135.393	180.788
YKL105C	0.0897354	0.0492156	0.0358	yes	32.2523	34.3221
YKL106C-A	-0.519321	1	1	no	32.7474	22.8479
YKL106W	0.118352	0.0150992	0.01015	yes	31.4689	34.1593
YKL107W	0.669194	9.44412e-05	5e-05	yes	8.45878	13.451
YKL108W	0.978259	9.44412e-05	5e-05	yes	18.5188	36.4836
YKL109W	-2.13831	9.44412e-05	5e-05	yes	202.738	46.0511
YKL110C	-0.594122	9.44412e-05	5e-05	yes	84.5249	55.9933
YKL111C	0.604079	9.44412e-05	5e-05	yes	86.3227	131.211
YKL112W	0.193877	0.000273377	0.00015	yes	27.6736	31.654
YKL113C	0.424474	9.44412e-05	5e-05	yes	53.056	71.2056
YKL114C	0.24077	9.44412e-05	5e-05	yes	64.6401	76.3803
YKL115C	0.233041	0.492677	0.4395	no	5.81909	6.83923
YKL116C	0.0870433	0.0788466	0.05915	no	32.4387	34.4561
YKL117W	0.289212	9.44412e-05	5e-05	yes	1380.74	1687.23
YKL118W	-0.134517	0.603407	0.5535	no	16.0228	14.5964
YKL119C	0.0603415	0.28003	0.23465	no	60.4179	62.9985
YKL120W	-0.135616	0.0033331	0.00205	yes	79.5089	72.3754
YKL121W	0.243436	9.44412e-05	5e-05	yes	18.0173	21.329
YKL122C	-0.0820487	0.0704954	0.0524	no	264.78	250.142
YKL123W	0.88919	9.44412e-05	5e-05	yes	27.9532	51.7731
YKL124W	0.252991	9.44412e-05	5e-05	yes	31.1752	37.1508
YKL125W	-0.722856	9.44412e-05	5e-05	yes	19.3777	11.7409
YKL126W	0.0152188	0.755495	0.71865	no	124.497	125.817
YKL127W	-0.179658	9.44412e-05	5e-05	yes	91.8943	81.1346
YKL128C	-0.030337	0.534673	0.48195	no	162.791	159.403
YKL129C	0.322775	9.44412e-05	5e-05	yes	33.6842	42.13
YKL130C	0.0382635	0.466321	0.41385	no	60.9108	62.5479
YKL131W	-0.616203	0.0127578	0.0085	yes	6.94484	4.53072
YKL132C	0.0858393	0.149325	0.1183	no	18.6604	19.8044
YKL133C	0.468343	9.44412e-05	5e-05	yes	20.37	28.1823
YKL134C	-0.0924101	0.0827899	0.06245	no	12.7513	11.9602
YKL135C	-0.00637099	0.916381	0.90125	no	49.1875	48.9708
YKL136W	0.60895	9.44412e-05	5e-05	yes	119.916	182.89
YKL137W	-0.322508	9.44412e-05	5e-05	yes	177.682	142.089
YKL138C	-0.310641	9.44412e-05	5e-05	yes	179.566	144.781
YKL138C-A	0.0119943	0.853474	0.8279	no	595.838	600.812
YKL139W	-0.0467515	0.364014	0.31365	no	27.361	26.4886
YKL140W	0.0789601	0.0830214	0.06265	no	75.3243	79.5618
YKL141W	0.380091	9.44412e-05	5e-05	yes	260.242	338.685
YKL142W	0.293675	9.44412e-05	5e-05	yes	309.054	378.826
YKL143W	-0.610139	9.44412e-05	5e-05	yes	63.4364	41.5593
YKL144C	-0.141526	0.0152876	0.0103	yes	45.4457	41.1993
YKL145W	0.1621	0.000447034	0.00025	yes	409.601	458.308
YKL145W-A	0.106183	1	1	no	1922.08	2068.88
YKL146W	0.206123	9.44412e-05	5e-05	yes	60.1153	69.348
YKL147C	-0.633276	0.163556	0.1307	no	4.50471	2.90423
YKL148C	0.0475293	0.323284	0.2747	no	97.6061	100.875
YKL149C	0.230129	9.44412e-05	5e-05	yes	26.4439	31.0171
YKL150W	-0.247981	9.44412e-05	5e-05	yes	330.056	277.931
YKL151C	0.485506	9.44412e-05	5e-05	yes	152.477	213.479
YKL152C	0	1	1	no	0	0
YKL153W	0	1	1	no	0	0
YKL154W	0.226844	9.44412e-05	5e-05	yes	106.325	124.43
YKL155C	-0.0457633	0.368214	0.31755	no	24.7601	23.987
YKL156C-A	-0.818221	0.108758	0.084	no	1509.08	855.86
YKL156W	-0.446951	9.44412e-05	5e-05	yes	5685.65	4170.95
YKL157W	0.0640967	0.169142	0.1355	no	77.0269	80.5263
YKL159C	-0.0775499	0.135673	0.1068	no	73.0405	69.2179
YKL160W	0.0236749	0.621102	0.57315	no	584.863	594.54
YKL161C	0.786894	9.44412e-05	5e-05	yes	21.9159	37.8128
YKL162C	0.738508	9.44412e-05	5e-05	yes	15.2161	25.3874
YKL162C-A	2.47287	9.44412e-05	5e-05	yes	43.3092	240.43
YKL163W	-1.44985	9.44412e-05	5e-05	yes	86.839	31.7883
YKL164C	-0.60453	9.44412e-05	5e-05	yes	698.428	459.346
YKL165C	-0.177157	9.44412e-05	5e-05	yes	18.1248	16.0303
YKL165C-A	-0.306421	0.246238	0.204	no	7.34122	5.93644
YKL166C	-0.47254	9.44412e-05	5e-05	yes	33.1421	23.8853
YKL167C	-0.0874678	0.0965913	0.07385	no	134.577	126.661
YKL168C	0.0685054	0.142507	0.11255	no	30.8213	32.3202
YKL169C	-0.273392	0.00103333	0.0006	yes	184.257	152.449
YKL170W	-0.485964	9.44412e-05	5e-05	yes	167.053	119.279
YKL171W	0.0834939	0.0690761	0.05125	no	25.9284	27.4732
YKL172W	-0.656678	9.44412e-05	5e-05	yes	185.621	117.746
YKL173W	-0.119246	0.0107877	0.0071	yes	22.8139	21.004
YKL174C	0.0102643	0.838201	0.81065	no	40.1677	40.4545
YKL175W	0.2257	9.44412e-05	5e-05	yes	111.044	129.849
YKL176C	-0.188504	9.44412e-05	5e-05	yes	39.9082	35.02
YKL177W	1.8037	0.00215875	0.0013	yes	1.20564	4.20906
YKL178C	1.62045	9.44412e-05	5e-05	yes	1.87074	5.75197
YKL179C	0.154897	0.000273377	0.00015	yes	52.984	58.9893
YKL180W	-0.277806	9.44412e-05	5e-05	yes	3498.37	2885.61
YKL181W	-0.437022	9.44412e-05	5e-05	yes	374.906	276.927
YKL182W	-1.12404	9.44412e-05	5e-05	yes	174.024	79.8433
YKL183C-A	-0.230411	0.335891	0.28685	no	12.766	10.8816
YKL183W	-0.0618822	0.193108	0.1565	no	109.23	104.643
YKL184W	-0.0465546	0.321158	0.27255	no	91.1721	88.277
YKL185W	-0.719438	9.44412e-05	5e-05	yes	98.1242	59.5942
YKL186C	0.21337	9.44412e-05	5e-05	yes	185.089	214.591
YKL187C	0.157761	0.000949974	0.00055	yes	18.9167	21.1026
YKL188C	0.541508	9.44412e-05	5e-05	yes	11.6101	16.8985
YKL189W	0.139526	0.00477794	0.003	yes	35.9405	39.59
YKL190W	0.257976	9.44412e-05	5e-05	yes	362.352	433.3
YKL191W	-0.448381	9.44412e-05	5e-05	yes	83.064	60.8747
YKL192C	0.0123518	0.801192	0.7691	no	750.496	756.949
YKL193C	0.202713	9.44412e-05	5e-05	yes	64.3575	74.0665
YKL194C	0.0166047	0.760862	0.7255	no	28.4211	28.7501
YKL195W	-0.0391943	0.421063	0.369	no	270.295	263.051
YKL196C	0.0556216	0.226064	0.1858	no	436.463	453.618
YKL197C	0.0426504	0.39652	0.34475	no	14.1844	14.61
YKL198C	-0.195673	9.44412e-05	5e-05	yes	67.2351	58.7074
YKL201C	0.0618652	0.218196	0.1787	no	19.1459	19.9848
YKL202W	0.797875	0.00078492	0.00045	yes	9.28351	16.1397
YKL203C	0.301045	9.44412e-05	5e-05	yes	13.8875	17.1099
YKL204W	0.0310402	0.516887	0.46405	no	62.196	63.5487
YKL205W	-0.416567	9.44412e-05	5e-05	yes	19.9863	14.9739
YKL206C	0.211058	9.44412e-05	5e-05	yes	75.3416	87.2107
YKL207W	0.160901	0.000702012	0.0004	yes	386.386	431.974
YKL208W	0.273473	9.44412e-05	5e-05	yes	38.2181	46.1948
YKL209C	0.0242412	0.61922	0.57075	no	34.477	35.0612
YKL210W	0.0325764	0.512574	0.4596	no	128.276	131.206
YKL211C	0.238369	9.44412e-05	5e-05	yes	102.722	121.177
YKL212W	-0.35446	9.44412e-05	5e-05	yes	149.839	117.199
YKL213C	0.0171475	0.726784	0.68645	no	75.2196	76.119
YKL214C	0.205942	9.44412e-05	5e-05	yes	86.3776	99.6312
YKL215C	0.0619654	0.190115	0.1539	no	16.9208	17.6634
YKL216W	-0.529242	9.44412e-05	5e-05	yes	862.322	597.519
YKL217W	0.586223	9.44412e-05	5e-05	yes	17.7727	26.6823
YKL218C	-0.219996	9.44412e-05	5e-05	yes	80.16	68.8228
YKL219W	0.1639	0.000702012	0.0004	yes	30.1132	33.7362
YKL220C	-0.131116	0.0138948	0.0093	yes	13.5811	12.4013
YKL221W	1.26122	9.44412e-05	5e-05	yes	2.72351	6.52822
YKL222C	0.0700749	0.219822	0.1802	no	11.1156	11.6688
YKL223W	-0.0289097	1	1	no	2.82904	2.77292
YKL224C	0.753375	9.44412e-05	5e-05	yes	5.73984	9.67583
YKL225W	inf	1	1	no	0	0.0212332
YKR001C	0.0843375	0.0636495	0.047	no	116.699	123.725
YKR002W	0.311289	9.44412e-05	5e-05	yes	58.0417	72.0191
YKR003W	-0.0308302	0.528914	0.47595	no	65.4176	64.0345
YKR004C	0.00183687	0.979445	0.97675	no	15.1382	15.1575
YKR005C	-0.28563	0.000702012	0.0004	yes	4.9712	4.07829
YKR006C	-0.227736	9.44412e-05	5e-05	yes	94.9554	81.0894
YKR007W	0.0752711	0.106355	0.0819	no	224.004	236.001
